1	100.0	10.0	0
2	200.0	20.0	0
3	300.0	30.0	0
4	400.0	40.0	0
5	500.0	50.0	0
6	598.4	59.84	0
7	689.6	68.96	0
8	748.8	74.88	2
9	812.8	81.28	10
10	844.8	84.48	24
11	874.4	87.44	41
12	889.6	88.96	70
13	896.0	89.6	114
14	896.8	89.68	216
15	906.4	90.64	192
16	912.0	91.2	263
17	909.6	90.96	334
18	917.6	91.76	384
19	905.6	90.56	471
20	923.2	92.32	526

(last column divided by 125*no-of-nodes)
